excel_row,Thread ID,Reply #,Author,Date,Comment,Highlighted Text,Context,Char Position
43,6a34032fdc32bf2129205fb8,0,jason.blocklove,"18 June, 7:39 am",This requires more explanation, The evaluation of the quantization of the recurrent-state was performed via a synthetic software reference and remains part of the numerical fidelity boundary until realistic Qwen3-Next activation capture is available.,"The default hardware datapath operates with an MXFP4 block size of 32. The evaluation of the quantization of the recurrent-state was performed via a synthetic software reference and remains part of the numerical fidelity boundary until realistic Qwen3-Next activation capture is available. Maintaining the recurrent-state on chip is important since each token requires both access to its prior state, updating of that state, and generating the output vector.",21696
44,6a3403836572004fe08a9332,0,jason.blocklove,"18 June, 7:41 am",Another thing where a figure could help aid visualization of your architecutre,"The multiply path consists of: sign XOR on the sign bits, exponent addition with bias adjustment, mantissa multiplication, normalization; the normalized result of the element multiply is then aligned based upon the shared block exponents, before being accumulated.","\subsection{FP4 Element Multiply}
The FP4 element multiply is implemented as a native E2M1 operation, rather than by converting operands into BF16 or FP32. The multiply path consists of: sign XOR on the sign bits, exponent addition with bias adjustment, mantissa multiplication, normalization; the normalized result of the element multiply is then aligned based upon the shared block exponents, before being accumulated.",22854
45,6a340541537013d3d71a3780,0,jason.blocklove,"18 June, 7:48 am",This says more-or-less the same thing as the subsection above it,"LUT-based E2M1 multipliers are utilized in the FPGA LUT logic as they avoid conversion of operands from BF16 (or FP32) format and provide a direct path to E2M1 multiplications. Each E2M1 is split into three parts: Sign, Exponent, and Mantissa. An XOR operation is performed on the Sign field. A biased sum of Exponents is calculated. The Mantissas are multiplied together and then normalized. The resulting fixed point partial-product is prepared for accumulation. Additionally, this process minimizes the physical area of the inner Multiplier Block and eliminates the requirement for large floating-point DSP Blocks that would be necessary to process four-bit inputs.","\subsection{LUT-Based E2M1 Multiplication}
LUT-based E2M1 multipliers are utilized in the FPGA LUT logic as they avoid conversion of operands from BF16 (or FP32) format and provide a direct path to E2M1 multiplications. Each E2M1 is split into three parts: Sign, Exponent, and Mantissa. An XOR operation is performed on the Sign field. A biased sum of Exponents is calculated. The Mantissas are multiplied together and then normalized. The resulting fixed point partial-product is prepared for accumulation. Additionally, this process minimizes the physical area of the inner Multiplier Block and eliminates the requirement for large floating-point DSP Blocks that would be necessary to process four-bit inputs.",23631
46,6a34059134ed05fee4df6b80,0,jason.blocklove,"18 June, 7:49 am","This doesn't need to be a subsection, it can be fit earlier in your architecture discussion","Three design parameters determine the behavior of the overall design architecture: Block Size ($B$), Key Parallelism ($P_K$) and Value Parallelism ($P_V$).","\subsection{Design Parameters}
Three design parameters determine the behavior of the overall design architecture: Block Size ($B$), Key Parallelism ($P_K$) and Value Parallelism ($P_V$).",24944
47,6a3405b56572004fe08a944f,0,jason.blocklove,"18 June, 7:50 am","Pick AMD, Xilinx, or AMD Xilinx and stick with it everywhere you refer to this",AMD Alveo U55C,"\subsection{Experimental Setup}
The proposed accelerator is evaluated as a simulation-only FPGA design targeting the AMD Alveo U55C platform. The target device is the Xilinx \texttt{xcu55c-fsvh2892-2L-e}, and the design is synthesized using Vitis HLS with a target clock period of 4 ns, corresponding to 250 MHz. Post-synthesis and post-implementation reports are generated through the Xilinx FPGA tool flow to estimate timing, resource utilization, and power.",25254
48,6a3406c3dc32bf2129206182,0,jason.blocklove,"18 June, 7:54 am",Since you wrote this with HLS you need to address any sort of HLS-specific design choices you made. Did you have to/choose to use any pragmas to impact the synthesis results?,Vitis HLS,"\subsection{Experimental Setup}
The proposed accelerator is evaluated as a simulation-only FPGA design targeting the AMD Alveo U55C platform. The target device is the Xilinx \texttt{xcu55c-fsvh2892-2L-e}, and the design is synthesized using Vitis HLS with a target clock period of 4 ns, corresponding to 250 MHz. Post-synthesis and post-implementation reports are generated through the Xilinx FPGA tool flow to estimate timing, resource utilization, and power.",25378
49,6a34070b87496cf05d0b2470,0,jason.blocklove,"18 June, 7:56 am",This is redundant to your hardware architecture section,"In order to optimize the FPGA datapath for four-bit floating-point arithmetic, the FP4 element multiply is implemented using LUT-based E2M1 logic rather than DSP-based floating-point multiplication.","In order to optimize the FPGA datapath for four-bit floating-point arithmetic, the FP4 element multiply is implemented using LUT-based E2M1 logic rather than DSP-based floating-point multiplication. The multiplier performs sign XOR, exponent addition with bias adjustment, mantissa multiplication, normalization, and subnormal handling before producing a Q4.3 fixed-point partial product. Block-exponent alignment then shifts and accumulates these partial products using the shared MXFP4 block scales.",27742
50,6a340744dc32bf21292061c0,0,jason.blocklove,"18 June, 7:57 am",This would actually probably be the right place to address your HLS design choices and pragama selection,"HLS C synthesis estimates latency, initiation interval, and initial resource mapping. The synthesis reports are analyzed to confirm that the native E2M1 multiply primitive maps to LUT logic rather than DSP blocks.","\subsection{Simulation and Synthesis Flow}
The evaluation uses a hierarchical verification flow based on the Xilinx Vitis HLS toolchain. First, HLS C simulation verifies functional correctness against the quantized MXFP4 software reference. Second, HLS C synthesis estimates latency, initiation interval, and initial resource mapping. The synthesis reports are analyzed to confirm that the native E2M1 multiply primitive maps to LUT logic rather than DSP blocks.",28494
51,6a3407b9537013d3d71a38a7,0,jason.blocklove,"18 June, 7:59 am","Did you guys do anything to estimate dynamic power consumption during runtime, or just use the total value that Vivado reports?",total power consumption,"Third, RTL cosimulation verifies the generated RTL behavior over multiple autoregressive decode steps, confirming that the persistent recurrent state updates in place without requiring repeated off-chip recurrent-state traffic. Finally, post-implementation Vivado reports provide the authoritative estimates for timing closure, total power consumption, and resource utilization. The final utilization metrics report LUTs, BRAM, URAM where applicable, and DSP usage.",29037
52,6a340841537013d3d71a38cf,0,jason.blocklove,"18 June, 8:01 am",Since this is simulation-only is there a reason you didn't try multiple parts and compare them?,simulation-only FPGA design targeting the AMD Alveo U55C,"\subsection{Experimental Setup}
The proposed accelerator is evaluated as a simulation-only FPGA design targeting the AMD Alveo U55C platform. The target device is the Xilinx \texttt{xcu55c-fsvh2892-2L-e}, and the design is synthesized using Vitis HLS with a target clock period of 4 ns, corresponding to 250 MHz. Post-synthesis and post-implementation reports are generated through the Xilinx FPGA tool flow to estimate timing, resource utilization, and power.",25212
53,6a3408d6537013d3d71a3904,0,jason.blocklove,"18 June, 8:03 am",Is there a reason you're not open-sourcing your code and data? I *highly* recommend doing so,\subsection{Provenance and Reproducibility},"\subsection{Provenance and Reproducibility}
To ensure scientific rigor and reduce transcription errors, reported performance metrics are extracted automatically from generated toolchain reports rather than entered manually. Latency values are extracted from HLS and RTL cosimulation logs, while resource utilization and power estimates are parsed directly from Vivado post-implementation reports.",31352
54,6a340d9a6572004fe08a97e9,0,jason.blocklove,"18 June, 8:24 am",Table isn't referenced,"\begin{table}[h]
\centering
\caption{Latency comparison for batch-one Gated DeltaNet decode.}
\label{tab:latency_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Design & Latency ($\mu$s/token) & Speedup vs. H100 \\
\midrule
H100 baseline & 285.0 & 1.00$\times$ \\
FPGA baseline & 63.2 & 4.51$\times$ \\
Ours MXFP4 & 51.472 & 5.54$\times$ \\
\bottomrule
\end{tabularx}
\end{table}

\begin{table}[h]
\centering
\caption{Energy per token comparison for the cited baselines and the proposed MXFP4 design.}
\label{tab:energy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Design & Energy (mJ/token) & Efficiency vs. H100 \\
\midrule
H100 baseline & 99.8 & 1.00$\times$ \\
FPGA baseline & 9.5 & 10.51$\times$ \\
Ours MXFP4 & 0.462 & 216.01$\times$ \\","\begin{table}[h]
\centering
\caption{Latency comparison for batch-one Gated DeltaNet decode.}
\label{tab:latency_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Design & Latency ($\mu$s/token) & Speedup vs. H100 \\
\midrule
H100 baseline & 285.0 & 1.00$\times$ \\
FPGA baseline & 63.2 & 4.51$\times$ \\
Ours MXFP4 & 51.472 & 5.54$\times$ \\
\bottomrule
\end{tabularx}
\end{table}",33633
55,6a340e24537013d3d71a3b4a,0,jason.blocklove,"18 June, 8:26 am","I was recommending last night that you replace a lot of this prose with the table, not add the table to repeat the same data. The table contains the numbers, the prose should highlight particularly important ones and offer explanations for those values, not just say the same thing in a different format","The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.","\subsection{Latency and Energy}
The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.",32132
56,6a340e956572004fe08a985e,0,jason.blocklove,"18 June, 8:28 am","Same as what I said above. The table shows the data, the prose around it should explain those data and provide context for the numbers","The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.","\subsection{Timing and Resource Utilization}
The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.",34624
57,6a340e9e537013d3d71a3b86,0,jason.blocklove,"18 June, 8:28 am",Not referenced anywhere,"\begin{table}[h]
\centering
\caption{Post-implementation timing and resource utilization on the Alveo U55C.}
\label{tab:resource_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Metric & Result \\
\midrule
HLS estimated Fmax & 342.47 MHz \\
Post-implementation slack & 0.065 ns \\
LUT utilization & 6.64\% \\
DSP utilization & 7.27\% \\
BRAM utilization & 3.67\% \\","\begin{table}[h]
\centering
\caption{Post-implementation timing and resource utilization on the Alveo U55C.}
\label{tab:resource_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Metric & Result \\
\midrule
HLS estimated Fmax & 342.47 MHz \\
Post-implementation slack & 0.065 ns \\
LUT utilization & 6.64\% \\
DSP utilization & 7.27\% \\
BRAM utilization & 3.67\% \\
\bottomrule
\end{tabularx}
\end{table}",35275
58,6a340ec5dc32bf21292064cf,0,jason.blocklove,"18 June, 8:29 am","This should go in your limitations/threats to validity, not your results","Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}.","\subsection{Synthetic Numerical Fidelity}
Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.",35882
59,6a340ef1537013d3d71a3ba5,0,jason.blocklove,"18 June, 8:29 am",Not referenced,"\begin{table}[h]
\centering
\caption{Synthetic output cosine similarity for INT4 and MXFP4 configurations.}
\label{tab:accuracy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Configuration & Output cosine similarity \\
\midrule
INT4 fallback & 0.966696 \\
MXFP4, $B=32$ & 0.981823 \\
MXFP4, $B=16$ & 0.982292 \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Synthetic output cosine similarity for INT4 and MXFP4 configurations.}
\label{tab:accuracy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Configuration & Output cosine similarity \\
\midrule
INT4 fallback & 0.966696 \\
MXFP4, $B=32$ & 0.981823 \\
MXFP4, $B=16$ & 0.982292 \\
\bottomrule
\end{tabularx}
\end{table}",36448
60,6a340f28dc32bf2129206501,0,jason.blocklove,"18 June, 8:30 am","I'm confused what citations you need here to report your results. Maybe one for a reference to what cosine similarity is, but your results don't come from these papers so why are they here?","Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.","\subsection{Synthetic Numerical Fidelity}
Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.",35801
61,6a34143d34ed05fee4df720b,0,jason.blocklove,"18 June, 8:52 am",Not referenced,"\begin{table}[h]
\centering
\caption{Synthetic recurrent-state stress evidence.}
\label{tab:state_stress_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Synthetic test & MXFP4 state & MXFP8 state \\
\midrule
1024-token final output cosine & 0.643 & 0.933 \\
1024-token final state rel. L2 & 0.865 & 0.344 \\
256-token boundary output cosine & 0.747 & 0.945 \\
Combined-stress worst output cosine & 0.928 & 0.935 \\
Outlier-stress worst output cosine & 0.968 & 0.973 \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Synthetic recurrent-state stress evidence.}
\label{tab:state_stress_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Synthetic test & MXFP4 state & MXFP8 state \\
\midrule
1024-token final output cosine & 0.643 & 0.933 \\
1024-token final state rel. L2 & 0.865 & 0.344 \\
256-token boundary output cosine & 0.747 & 0.945 \\
Combined-stress worst output cosine & 0.928 & 0.935 \\
Outlier-stress worst output cosine & 0.968 & 0.973 \\
\bottomrule
\end{tabularx}
\end{table}",37589
62,6a34146987496cf05d0b2a61,0,jason.blocklove,"18 June, 8:53 am","This is good, but what does it ultimately mean? What do these data tell us about your design compared to others?","The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.","\subsection{Recurrent-State Stress}
In addition, the new recurrent-state stress data provides clarity on the limitations of the current synthetic data. For a synthetic stress test on 1024 tokens, MXFP4 recurrent state produced an output cosine similarity of 0.643 and a final state relative L2 error of 0.865. In comparison, MXFP8 recurrent state produced an output cosine similarity of 0.933 and a final state relative L2 error of 0.344 \cite{b10,b12}. The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.",37334
63,6a34152087496cf05d0b2aa7,0,jason.blocklove,"18 June, 8:56 am",Not referenced,"\begin{table}[h]
\centering
\caption{Recurrent-state storage and off-chip traffic accounting for MXFP4 $B=32$.}
\label{tab:state_traffic_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xr}
\toprule
Metric & Value \\
\midrule
MXFP4 $B=32$ recurrent-state storage & 278528 bytes \\
Reduction vs FP32 & 86.719\% \\
Reduction vs BF16 & 73.438\% \\
Naive three-pass off-chip state traffic & 835584 bytes/token \\
Persistent steady-state off-chip state traffic & 0 bytes/token \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Recurrent-state storage and off-chip traffic accounting for MXFP4 $B=32$.}
\label{tab:state_traffic_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xr}
\toprule
Metric & Value \\
\midrule
MXFP4 $B=32$ recurrent-state storage & 278528 bytes \\
Reduction vs FP32 & 86.719\% \\
Reduction vs BF16 & 73.438\% \\
Naive three-pass off-chip state traffic & 835584 bytes/token \\
Persistent steady-state off-chip state traffic & 0 bytes/token \\
\bottomrule
\end{tabularx}
\end{table}",38757
64,6a34155687496cf05d0b2abd,0,jason.blocklove,"18 June, 8:57 am",Consistency,Xilinx ,"\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40516
65,6a3415786572004fe08a9b69,0,jason.blocklove,"18 June, 8:57 am",Define,HBM,"\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40744
66,6a3415976572004fe08a9b77,0,jason.blocklove,"18 June, 8:58 am",Move this to future work,"Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.","\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",41097
67,6a3415b76572004fe08a9b80,0,jason.blocklove,"18 June, 8:58 am",What bounds would cause this to happen? What in the data suggests this will occur and when?,"Consequently, DRAM bandwidth limitations may appear again,","\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40763
68,6a3415f634ed05fee4df72cd,0,jason.blocklove,"18 June, 8:59 am",Is there a reason you didn't do your tests with larger parallelism values? Address this shortcoming here.,"Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.","\subsection{LUT Routing Congestion}
The LUT-based E2M1 multiply primitive is compact in area, but a full neural layer can instantiate many parallel multiply paths. The evaluated parallelism point uses $P_K=16$ and $P_V=8$, which creates many routes from 6-input lookup tables into the surrounding accumulation and alignment logic. Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.",41620
69,6a341638537013d3d71a3ec2,0,jason.blocklove,"18 June, 9:00 am",Could you not have added pragmas or compiler directives to prevent this? you need to address why your work didn't do things that you've already identified as issues,Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.,"\subsection{The ``Stubborn Compiler'' Threat (HLS DSP Inference)}
The MXFP4 datapath code is written in C++ and implemented through Vitis HLS. The intended architectural point is that the FP4 element multiply primitive is implemented using lookup tables rather than DSP48E2 blocks. The current post-implementation results show that the full design still uses some DSP resources because wider fixed-point operations outside the native E2M1 multiply primitive can be inferred by HLS. Therefore, the correct claim is not that the entire implementation is DSP-free, but that the FP4 element multiply itself is LUT-based. Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.",42559
70,6a34179f6572004fe08a9c24,0,jason.blocklove,"18 June, 9:06 am",Shorten this up. Give some ideas of where this can be continued without so explicitly laying out potential next steps. Should be at most 3-4 sentences.,"A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.

Second, a full perplexity evaluation is needed to relate numerical similarity to model quality. Output cosine similarity is useful for debugging and early quantization analysis, but it does not replace perplexity or downstream task evaluation. A future version of this work should therefore report perplexity on a standard benchmark dataset.

Third, future work should further constrain non-FP4 arithmetic mapping. Although the FP4 element multiply is LUT-based, wider fixed-point operations can still be mapped onto DSP blocks by HLS. A follow-up implementation should test stricter HLS binding directives for adders and accumulators and compare timing, area, and power against the current implementation.

Finally, the design should be evaluated on physical FPGA hardware. Board-level measurements would allow comparison between Vivado-estimated power and actual power consumption. They would also expose runtime overheads that are not captured by the current simulation flow.","\section{Future Work}
A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.",43714
71,6a3423afdc32bf2129206c52,0,Ty Boy,"18 June, 9:58 am",changed wording,cache)~\cite{b6}.,"\section{Introduction}
Autoregressive decoding in large language models (LLMs) introduces measurable latency at inference time because each generated token depends on previously generated tokens and their associated model state. To understand the reason for this delay, we first identify the Transformer-based framework used in many modern LLMs. Popular systems such as ChatGPT and Claude are based on the Transformer architecture~\cite{b2}, a software-based mathematical framework that represents input text as tokens rather than necessarily as whole natural-language words. These tokens may correspond to words, subwords, punctuation, or other tokenizer-defined units. Transformers process token sequences using a ``self-attention'' mechanism that determines how strongly each token relates to other tokens in the sequence, allowing the model to form context. During autoregressive decoding, when a new token is generated, the model attends to previously generated tokens. To reduce repeated computation, historical token information is stored as key and value tensors in external memory, commonly called the key-value cache (KV cache)~\cite{b6}.",5035
72,6a33db0434ed05fee4df5807,0,jason.blocklove,"18 June, 4:48 am","In IEEE papers, citations are done based on the order they're used. So in the paper you currently use b2 before b1, which means the first citation to show up in your work is [2]. I'd recommend making a bibtex file with your references and then the citations will just magically sort themselves properly",,,-1
73,6a33f59d87496cf05d0b1b90,0,jason.blocklove,"18 June, 6:41 am","This is your main contribution and it's kind of hidden in the middle of this paragraph. What you're doing should jump out a lot more than this. Also, it's a bit weird to cite a paper in the same sentence you're saying ""this is what we did"". Addressing what that paper did and what you've done should be fully separate thoughts","To break this memory wall and improve efficiency of current integer standards, we implement a 4-bit MXFP4 datapath onto a Xilinx Alveo U55C accelerator to create an efficient connection between the local memory and external memory~\cite{b5}.","This specific replacement technique targeting the growing KV caches of each internal macro block of a whole layer structure does make the memory usage a lot more efficient than without~\cite{b10}. However, traditional implementations utilizing high-precision data formats such as FP32 will quickly saturate the limited memory on these kinds of FPGAs~\cite{b10}. When these state matrices start to exceed the local capacity, the hardware must go on to use external bandwidth memory. To break this memory wall and improve efficiency of current integer standards, we implement a 4-bit MXFP4 datapath onto a Xilinx Alveo U55C accelerator to create an efficient connection between the local memory and external memory~\cite{b5}. This can be done by treating the URAM and BRAM as the permanent execution area for those compressed $S$ matrices and reserving the high bandwidth memory (HBM) for the growing KV caches of the full attention layers.",7259
